settings: 1920x1080 MEDIUM



players: num: 1
name: Player_1
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 19

position_x: 1783.466675
position_y: 144.135925
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 1796.266724
	position_y: 144.135925
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 26

position_x: 1783.466675
position_y: 214.656738
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 2
	position_x: 1796.266724
	position_y: 214.656738
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 1
	bonuses_score_value: 0
	position_x: 1796.266724
	position_y: 214.656738
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 17

position_x: 1783.466675
position_y: 285.177551
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 1796.266724
	position_y: 285.177551
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 13

position_x: 1783.466675
position_y: 355.698364
size_x: 128.000000
size_y: 61.705715
lives: 1
visibility: 1
cant_break: 0
bonuses: num: 1
	position_x: 1796.266724
	position_y: 355.698364
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 23

position_x: 1783.466675
position_y: 426.219177
size_x: 128.000000
size_y: 61.705715
lives: 0
visibility: 0
cant_break: 0
bonuses: num: 1
	position_x: 1796.266724
	position_y: 2731.820801
	size_x: 102.400002
	size_y: 49.364574
	visibility: 0
	descriptor: 6
	bonuses_score_value: 23

bonusesTimers: num: 0



